competition,year,round,type,division,category,display_name,source_url,pdf_path,md_path,tex_path,num_pages
SMT,2022,GeometryTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2022/geometry-tiebreaker-solutions.pdf,smt_pdfs/SMT_2022_GeometryTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2022_GeometryTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2022_GeometryTiebreaker_Solutions.tex.zip,1
SMT,2022,Power,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2022/power-problems.pdf,smt_pdfs/SMT_2022_Power_Problems.pdf,mathpix_output/smt_pdfs/SMT_2022_Power_Problems.md,mathpix_output/smt_pdfs/SMT_2022_Power_Problems.tex.zip,20
SMT,2022,Power,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2022/power-solutions.pdf,smt_pdfs/SMT_2022_Power_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2022_Power_Solutions.md,mathpix_output/smt_pdfs/SMT_2022_Power_Solutions.tex.zip,30
SMT,2022,Results,Results,,Results,,https://www.stanfordmathtournament.org/pdfs/smt2022/results.pdf,smt_pdfs/SMT_2022_Results.pdf,mathpix_output/smt_pdfs/SMT_2022_Results.md,mathpix_output/smt_pdfs/SMT_2022_Results.tex.zip,48
SMT,2022,Team,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2022/team-problems.pdf,smt_pdfs/SMT_2022_Team_Problems.pdf,mathpix_output/smt_pdfs/SMT_2022_Team_Problems.md,mathpix_output/smt_pdfs/SMT_2022_Team_Problems.tex.zip,2
SMT,2022,Team,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2022/team-solutions.pdf,smt_pdfs/SMT_2022_Team_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2022_Team_Solutions.md,mathpix_output/smt_pdfs/SMT_2022_Team_Solutions.tex.zip,10
SMT,2021,Algebra,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/algebra-problems.pdf,smt_pdfs/SMT_2021_Algebra_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_Algebra_Problems.md,mathpix_output/smt_pdfs/SMT_2021_Algebra_Problems.tex.zip,1
SMT,2021,Algebra,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/algebra-solutions.pdf,smt_pdfs/SMT_2021_Algebra_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_Algebra_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_Algebra_Solutions.tex.zip,6
SMT,2021,AlgebraTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/algebra-tiebreaker-problems.pdf,smt_pdfs/SMT_2021_AlgebraTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_AlgebraTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2021_AlgebraTiebreaker_Problems.tex.zip,1
SMT,2021,AlgebraTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/algebra-tiebreaker-solutions.pdf,smt_pdfs/SMT_2021_AlgebraTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_AlgebraTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_AlgebraTiebreaker_Solutions.tex.zip,1
SMT,2021,General,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/general-problems.pdf,smt_pdfs/SMT_2021_General_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_General_Problems.md,mathpix_output/smt_pdfs/SMT_2021_General_Problems.tex.zip,2
SMT,2021,General,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/general-solutions.pdf,smt_pdfs/SMT_2021_General_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_General_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_General_Solutions.tex.zip,5
SMT,2021,GeneralTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/general-tiebreaker-problems.pdf,smt_pdfs/SMT_2021_GeneralTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_GeneralTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2021_GeneralTiebreaker_Problems.tex.zip,1
SMT,2021,GeneralTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/general-tiebreaker-solutions.pdf,smt_pdfs/SMT_2021_GeneralTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_GeneralTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_GeneralTiebreaker_Solutions.tex.zip,1
SMT,2021,Geometry,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/geometry-problems.pdf,smt_pdfs/SMT_2021_Geometry_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_Geometry_Problems.md,mathpix_output/smt_pdfs/SMT_2021_Geometry_Problems.tex.zip,2
SMT,2021,Geometry,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2021/geometry-solutions.pdf,smt_pdfs/SMT_2021_Geometry_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_Geometry_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_Geometry_Solutions.tex.zip,5
SMT,2021,GeometryTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/geometry-tiebreaker-problems.pdf,smt_pdfs/SMT_2021_GeometryTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_GeometryTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2021_GeometryTiebreaker_Problems.tex.zip,1
SMT,2021,GeometryTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2021/geometry-tiebreaker-solutions.pdf,smt_pdfs/SMT_2021_GeometryTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_GeometryTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_GeometryTiebreaker_Solutions.tex.zip,2
SMT,2021,Power,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2021/power-problems.pdf,smt_pdfs/SMT_2021_Power_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_Power_Problems.md,mathpix_output/smt_pdfs/SMT_2021_Power_Problems.tex.zip,15
SMT,2021,Power,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2021/power-solutions.pdf,smt_pdfs/SMT_2021_Power_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_Power_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_Power_Solutions.tex.zip,21
SMT,2021,Team,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2021/team-problems.pdf,smt_pdfs/SMT_2021_Team_Problems.pdf,mathpix_output/smt_pdfs/SMT_2021_Team_Problems.md,mathpix_output/smt_pdfs/SMT_2021_Team_Problems.tex.zip,2
SMT,2021,Team,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2021/team-solutions.pdf,smt_pdfs/SMT_2021_Team_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2021_Team_Solutions.md,mathpix_output/smt_pdfs/SMT_2021_Team_Solutions.tex.zip,8
SMT,2020,Algebra,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/algebra-problems.pdf,smt_pdfs/SMT_2020_Algebra_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Algebra_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Algebra_Problems.tex.zip,1
SMT,2020,Algebra,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/algebra-solutions.pdf,smt_pdfs/SMT_2020_Algebra_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Algebra_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Algebra_Solutions.tex.zip,5
SMT,2020,AlgebraTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/algebra-tiebreaker-problems.pdf,smt_pdfs/SMT_2020_AlgebraTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_AlgebraTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2020_AlgebraTiebreaker_Problems.tex.zip,1
SMT,2020,AlgebraTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/algebra-tiebreaker-solutions.pdf,smt_pdfs/SMT_2020_AlgebraTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_AlgebraTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_AlgebraTiebreaker_Solutions.tex.zip,2
SMT,2020,Calculus,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/calculus-problems.pdf,smt_pdfs/SMT_2020_Calculus_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Calculus_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Calculus_Problems.tex.zip,2
SMT,2020,Calculus,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/calculus-solutions.pdf,smt_pdfs/SMT_2020_Calculus_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Calculus_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Calculus_Solutions.tex.zip,6
SMT,2020,CalculusTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/calculus-tiebreaker-problems.pdf,smt_pdfs/SMT_2020_CalculusTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_CalculusTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2020_CalculusTiebreaker_Problems.tex.zip,1
SMT,2020,CalculusTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/calculus-tiebreaker-solutions.pdf,smt_pdfs/SMT_2020_CalculusTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_CalculusTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_CalculusTiebreaker_Solutions.tex.zip,1
SMT,2020,Discrete,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/discrete-problems.pdf,smt_pdfs/SMT_2020_Discrete_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Discrete_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Discrete_Problems.tex.zip,1
SMT,2020,Discrete,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/discrete-solutions.pdf,smt_pdfs/SMT_2020_Discrete_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Discrete_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Discrete_Solutions.tex.zip,6
SMT,2020,DiscreteTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/discrete-tiebreaker-problems.pdf,smt_pdfs/SMT_2020_DiscreteTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_DiscreteTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2020_DiscreteTiebreaker_Problems.tex.zip,1
SMT,2020,DiscreteTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/discrete-tiebreaker-solutions.pdf,smt_pdfs/SMT_2020_DiscreteTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_DiscreteTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_DiscreteTiebreaker_Solutions.tex.zip,2
SMT,2020,General,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/general-problems.pdf,smt_pdfs/SMT_2020_General_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_General_Problems.md,mathpix_output/smt_pdfs/SMT_2020_General_Problems.tex.zip,2
SMT,2020,General,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/general-solutions.pdf,smt_pdfs/SMT_2020_General_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_General_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_General_Solutions.tex.zip,6
SMT,2020,GeneralTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/general-tiebreaker-problems.pdf,smt_pdfs/SMT_2020_GeneralTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_GeneralTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2020_GeneralTiebreaker_Problems.tex.zip,1
SMT,2020,GeneralTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/general-tiebreaker-solutions.pdf,smt_pdfs/SMT_2020_GeneralTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_GeneralTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_GeneralTiebreaker_Solutions.tex.zip,1
SMT,2020,Geometry,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/geometry-problems.pdf,smt_pdfs/SMT_2020_Geometry_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Geometry_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Geometry_Problems.tex.zip,2
SMT,2020,Geometry,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2020/geometry-solutions.pdf,smt_pdfs/SMT_2020_Geometry_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Geometry_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Geometry_Solutions.tex.zip,5
SMT,2020,GeometryTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/geometry-tiebreaker-problems.pdf,smt_pdfs/SMT_2020_GeometryTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_GeometryTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2020_GeometryTiebreaker_Problems.tex.zip,1
SMT,2020,GeometryTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2020/geometry-tiebreaker-solutions.pdf,smt_pdfs/SMT_2020_GeometryTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_GeometryTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_GeometryTiebreaker_Solutions.tex.zip,2
SMT,2020,Power,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2020/power-problems.pdf,smt_pdfs/SMT_2020_Power_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Power_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Power_Problems.tex.zip,13
SMT,2020,Power,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2020/power-solutions.pdf,smt_pdfs/SMT_2020_Power_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Power_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Power_Solutions.tex.zip,17
SMT,2020,Team,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2020/team-problems.pdf,smt_pdfs/SMT_2020_Team_Problems.pdf,mathpix_output/smt_pdfs/SMT_2020_Team_Problems.md,mathpix_output/smt_pdfs/SMT_2020_Team_Problems.tex.zip,2
SMT,2020,Team,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2020/team-solutions.pdf,smt_pdfs/SMT_2020_Team_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2020_Team_Solutions.md,mathpix_output/smt_pdfs/SMT_2020_Team_Solutions.tex.zip,9
SMT,2019,Algebra,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/algebra-problems.pdf,smt_pdfs/SMT_2019_Algebra_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Algebra_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Algebra_Problems.tex.zip,2
SMT,2019,Algebra,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/algebra-solutions.pdf,smt_pdfs/SMT_2019_Algebra_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Algebra_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Algebra_Solutions.tex.zip,6
SMT,2019,AlgebraTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/algebra-tiebreaker-problems.pdf,smt_pdfs/SMT_2019_AlgebraTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_AlgebraTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2019_AlgebraTiebreaker_Problems.tex.zip,1
SMT,2019,AlgebraTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/algebra-tiebreaker-solutions.pdf,smt_pdfs/SMT_2019_AlgebraTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_AlgebraTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_AlgebraTiebreaker_Solutions.tex.zip,2
SMT,2019,Calculus,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/calculus-problems.pdf,smt_pdfs/SMT_2019_Calculus_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Calculus_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Calculus_Problems.tex.zip,1
SMT,2019,Calculus,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/calculus-solutions.pdf,smt_pdfs/SMT_2019_Calculus_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Calculus_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Calculus_Solutions.tex.zip,4
SMT,2019,CalculusTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/calculus-tiebreaker-problems.pdf,smt_pdfs/SMT_2019_CalculusTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_CalculusTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2019_CalculusTiebreaker_Problems.tex.zip,1
SMT,2019,CalculusTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/calculus-tiebreaker-solutions.pdf,smt_pdfs/SMT_2019_CalculusTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_CalculusTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_CalculusTiebreaker_Solutions.tex.zip,1
SMT,2019,Discrete,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/discrete-problems.pdf,smt_pdfs/SMT_2019_Discrete_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Discrete_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Discrete_Problems.tex.zip,1
SMT,2019,Discrete,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/discrete-solutions.pdf,smt_pdfs/SMT_2019_Discrete_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Discrete_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Discrete_Solutions.tex.zip,4
SMT,2019,DiscreteTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/discrete-tiebreaker-problems.pdf,smt_pdfs/SMT_2019_DiscreteTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_DiscreteTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2019_DiscreteTiebreaker_Problems.tex.zip,1
SMT,2019,DiscreteTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/discrete-tiebreaker-solutions.pdf,smt_pdfs/SMT_2019_DiscreteTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_DiscreteTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_DiscreteTiebreaker_Solutions.tex.zip,2
SMT,2019,General,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/general-problems.pdf,smt_pdfs/SMT_2019_General_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_General_Problems.md,mathpix_output/smt_pdfs/SMT_2019_General_Problems.tex.zip,2
SMT,2019,General,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/general-solutions.pdf,smt_pdfs/SMT_2019_General_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_General_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_General_Solutions.tex.zip,6
SMT,2019,GeneralTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/general-tiebreaker-problems.pdf,smt_pdfs/SMT_2019_GeneralTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_GeneralTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2019_GeneralTiebreaker_Problems.tex.zip,1
SMT,2019,GeneralTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/general-tiebreaker-solutions.pdf,smt_pdfs/SMT_2019_GeneralTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_GeneralTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_GeneralTiebreaker_Solutions.tex.zip,1
SMT,2019,Geometry,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/geometry-problems.pdf,smt_pdfs/SMT_2019_Geometry_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Geometry_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Geometry_Problems.tex.zip,1
SMT,2019,Geometry,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2019/geometry-solutions.pdf,smt_pdfs/SMT_2019_Geometry_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Geometry_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Geometry_Solutions.tex.zip,4
SMT,2019,GeometryTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/geometry-tiebreaker-problems.pdf,smt_pdfs/SMT_2019_GeometryTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_GeometryTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2019_GeometryTiebreaker_Problems.tex.zip,1
SMT,2019,GeometryTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2019/geometry-tiebreaker-solutions.pdf,smt_pdfs/SMT_2019_GeometryTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_GeometryTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_GeometryTiebreaker_Solutions.tex.zip,1
SMT,2019,Power,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2019/power-problems.pdf,smt_pdfs/SMT_2019_Power_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Power_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Power_Problems.tex.zip,7
SMT,2019,Power,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2019/power-solutions.pdf,smt_pdfs/SMT_2019_Power_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Power_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Power_Solutions.tex.zip,13
SMT,2019,Team,Problems,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2019/team-problems.pdf,smt_pdfs/SMT_2019_Team_Problems.pdf,mathpix_output/smt_pdfs/SMT_2019_Team_Problems.md,mathpix_output/smt_pdfs/SMT_2019_Team_Problems.tex.zip,2
SMT,2019,Team,Solutions,,Team,,https://www.stanfordmathtournament.org/pdfs/smt2019/team-solutions.pdf,smt_pdfs/SMT_2019_Team_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2019_Team_Solutions.md,mathpix_output/smt_pdfs/SMT_2019_Team_Solutions.tex.zip,7
SMT,2018,Algebra,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/algebra-problems.pdf,smt_pdfs/SMT_2018_Algebra_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_Algebra_Problems.md,mathpix_output/smt_pdfs/SMT_2018_Algebra_Problems.tex.zip,1
SMT,2018,Algebra,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/algebra-solutions.pdf,smt_pdfs/SMT_2018_Algebra_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2018_Algebra_Solutions.md,mathpix_output/smt_pdfs/SMT_2018_Algebra_Solutions.tex.zip,4
SMT,2018,AlgebraTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2018/algebra-tiebreaker-problems.pdf,smt_pdfs/SMT_2018_AlgebraTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_AlgebraTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2018_AlgebraTiebreaker_Problems.tex.zip,1
SMT,2018,AlgebraTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2018/algebra-tiebreaker-solutions.pdf,smt_pdfs/SMT_2018_AlgebraTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2018_AlgebraTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2018_AlgebraTiebreaker_Solutions.tex.zip,2
SMT,2018,Calculus,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/calculus-problems.pdf,smt_pdfs/SMT_2018_Calculus_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_Calculus_Problems.md,mathpix_output/smt_pdfs/SMT_2018_Calculus_Problems.tex.zip,1
SMT,2018,Calculus,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/calculus-solutions.pdf,smt_pdfs/SMT_2018_Calculus_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2018_Calculus_Solutions.md,mathpix_output/smt_pdfs/SMT_2018_Calculus_Solutions.tex.zip,4
SMT,2018,CalculusTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2018/calculus-tiebreaker-problems.pdf,smt_pdfs/SMT_2018_CalculusTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_CalculusTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2018_CalculusTiebreaker_Problems.tex.zip,1
SMT,2018,CalculusTiebreaker,Solutions,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2018/calculus-tiebreaker-solutions.pdf,smt_pdfs/SMT_2018_CalculusTiebreaker_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2018_CalculusTiebreaker_Solutions.md,mathpix_output/smt_pdfs/SMT_2018_CalculusTiebreaker_Solutions.tex.zip,2
SMT,2018,Discrete,Problems,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/discrete-problems.pdf,smt_pdfs/SMT_2018_Discrete_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_Discrete_Problems.md,mathpix_output/smt_pdfs/SMT_2018_Discrete_Problems.tex.zip,1
SMT,2018,Discrete,Solutions,,Individual,,https://www.stanfordmathtournament.org/pdfs/smt2018/discrete-solutions.pdf,smt_pdfs/SMT_2018_Discrete_Solutions.pdf,mathpix_output/smt_pdfs/SMT_2018_Discrete_Solutions.md,mathpix_output/smt_pdfs/SMT_2018_Discrete_Solutions.tex.zip,6
SMT,2018,DiscreteTiebreaker,Problems,,Tiebreaker,,https://www.stanfordmathtournament.org/pdfs/smt2018/discrete-tiebreaker-problems.pdf,smt_pdfs/SMT_2018_DiscreteTiebreaker_Problems.pdf,mathpix_output/smt_pdfs/SMT_2018_DiscreteTiebreaker_Problems.md,mathpix_output/smt_pdfs/SMT_2018_DiscreteTiebreaker_Problems.tex.zip,1
